variance,skewness,curtosis,entropy,label
0.96708,3.8426,-4.9314,-4.1323,real
-5.2049,7.259,0.070827,-7.3004,real
-3.3203,-0.02691,2.9618,-0.44958,real
-2.565,-5.7899,6.0122,0.046968,real
-1.5951,-6.572,4.7689,-0.94354,real
0.7049,0.17174,-1.7859,0.36119,real
1.7331,3.9544,-4.7412,-2.5017,real
0.6818,4.8504,-5.2133,-6.1043,real
-6.3364,9.2848,0.014275,-6.7844,real
-3.8053,2.4273,0.6809,-1.0871,real
-2.1979,-2.1252,1.7151,0.45171,real
-0.87874,-2.2121,-0.051701,0.099985,real
0.74067,1.7299,-3.1963,-0.1457,real
0.98296,3.4226,-3.9692,-1.7116,real
-0.3489,3.1929,-3.4054,-3.1832,real
-3.8552,3.5219,-0.38415,-3.8608,real
-6.9599,8.9931,0.2182,-4.572,real
-4.7462,3.1205,1.075,-1.2966,real
-3.2051,-0.14279,0.97565,0.045675,real
-1.7549,-0.080711,-0.75774,-0.3707,real
-0.59587,2.4811,-2.8673,-0.89828,real
-0.89542,2.0279,-2.3652,-1.2746,real
-2.0754,1.2767,-0.64206,-1.2642,real
-3.2778,1.8023,0.1805,-2.3931,real
-2.2183,-1.254,2.9986,0.36378,real
-3.5895,-6.572,10.5251,-0.16381,real
-5.0477,-5.8023,11.244,-0.3901,real
-3.5741,3.944,-0.07912,-2.1203,real
-0.7351,1.7361,-1.4938,-1.1582,real
-2.2617,-4.7428,6.3489,0.11162,real
-4.244,-13.0634,17.1116,-2.8017,real
-4.0218,-8.304,12.555,-1.5099,real
-3.0201,-0.67253,2.7056,0.85774,real
-2.4941,3.5447,-1.3721,-2.8483,real
-0.83121,0.039307,0.05369,-0.23105,real
-2.5665,-6.8824,7.5416,0.70774,real
-4.4018,-12.9371,15.6559,-1.6806,real
-3.7573,-8.2916,10.3032,0.38059,real
-2.4725,-0.40145,1.4855,1.1189,real
-1.9725,2.8825,-2.3086,-2.3724,real
-2.0149,3.6874,-1.9385,-3.8918,real
-0.82053,0.65181,-0.48869,-0.52716,real
-1.7886,-6.3486,5.6154,0.42584,real
-2.9138,-9.4711,9.7668,-0.60216,real
-1.8343,-6.5907,5.6429,0.54998,real
-0.8734,-0.033118,-0.20165,0.55774,real
-0.70346,2.957,-3.5947,-3.1457,real
-6.7387,6.9879,0.67833,-7.5887,real
-2.7723,3.2777,-0.9351,-3.1457,real
-1.6641,-1.3678,1.997,0.52283,real
-2.4349,-9.2497,8.9922,-0.50001,real
-3.793,-12.7095,12.7957,-2.825,real
-1.9551,-6.9756,5.5383,-0.12889,real
-0.69078,-0.50077,-0.35417,0.47498,real
0.025013,3.3998,-4.4327,-4.2655,real
-4.3967,4.9601,-0.64892,-5.4719,real
-2.456,-0.24418,1.4041,-0.45863,real
-2.62,-6.8555,6.2169,-0.62285,real
-2.9662,-10.3257,8.784,-2.1138,real
-0.71494,-4.4448,2.2241,0.49826,real
0.6005,0.99945,-2.2126,0.097399,real
0.61652,3.8944,-4.7275,-4.3948,real
-5.4414,7.2363,0.10938,-7.5642,real
-3.5798,0.45937,2.3457,-0.45734,real
-2.7769,-5.6967,5.9179,0.37671,real
-1.8356,-6.7562,5.0585,-0.55044,real
0.30081,0.17381,-1.7542,0.48921,real
1.3403,4.1323,-4.7018,-2.5987,real
0.26877,4.987,-5.1508,-6.3913,real
-6.5235,9.6014,-0.25392,-6.9642,real
-4.0679,2.4955,0.79571,-1.1039,real
-2.564,-1.7051,1.5026,0.32757,real
-1.3414,-1.9162,-0.15538,-0.11984,real
0.23874,2.0879,-3.3522,-0.66553,real
0.6212,3.6771,-4.0771,-2.0711,real
-0.77848,3.4019,-3.4859,-3.5569,real
-4.1244,3.7909,-0.6532,-4.1802,real
-7.0421,9.2,0.25933,-4.6832,real
-4.9462,3.5716,0.82742,-1.4957,real
-3.5359,0.30417,0.6569,-0.2957,real
-2.0662,0.16967,-1.0054,-0.82975,real
-0.88728,2.808,-3.1432,-1.2035,real
-1.0941,2.3072,-2.5237,-1.4453,real
-2.4458,1.6285,-0.88541,-1.4802,real
-3.551,1.8955,0.1865,-2.4409,real
-2.2811,-0.85669,2.7185,0.044382,real
-3.6053,-5.974,10.0916,-0.82846,real
-5.0676,-5.1877,10.4266,-0.86725,real
-3.9204,4.0723,-0.23678,-2.1151,real
-1.1306,1.8458,-1.3575,-1.3806,real
-2.4561,-4.5566,6.4534,-0.056479,real
-4.4775,-13.0303,17.0834,-3.0345,real
-4.1958,-8.1819,12.1291,-1.6017,real
-3.38,-0.7077,2.5325,0.71808,real
-2.4365,3.6026,-1.4166,-2.8948,real
-0.77688,0.13036,-0.031137,-0.35389,real
-2.7083,-6.8266,7.5339,0.59007,real
-4.5531,-12.5854,15.4417,-1.4983,real
-3.8894,-7.8322,9.8208,0.47498,real
-2.5084,-0.22763,1.488,1.2069,real
-2.1652,3.0211,-2.4132,-2.4241,real
-1.8974,3.5074,-1.7842,-3.8491,real
-0.62043,0.5587,-0.38587,-0.66423,real
-1.8387,-6.301,5.6506,0.19567,real
-3,-9.1566,9.5766,-0.73018,real
-1.9116,-6.1603,5.606,0.48533,real
-1.005,0.084831,-0.2462,0.45688,real
-0.87834,3.257,-3.6778,-3.2944,real
-6.651,6.7934,0.68604,-7.5887,real
-2.5463,3.1101,-0.83228,-3.0358,real
-1.4377,-1.432,2.1144,0.42067,real
-2.4554,-9.0407,8.862,-0.86983,real
-3.9411,-12.8792,13.0597,-3.3125,real
-2.1241,-6.8969,5.5992,-0.47156,real
-0.74324,-0.32902,-0.42785,0.23317,real
-0.071503,3.7412,-4.5415,-4.2526,real
-4.2333,4.9166,-0.49212,-5.3207,real
-2.3675,-0.43663,1.692,-0.43018,real
-2.5526,-7.3625,6.9255,-0.66811,real
-3.0986,-10.4602,8.9717,-2.3427,real
-0.89809,-4.4862,2.2009,0.50731,real
0.56232,1.0015,-2.2726,-0.0060486,real
0.53936,3.8944,-4.8166,-4.3418,real
-5.3012,7.3915,0.029699,-7.3987,real
-3.3553,0.35591,2.6473,-0.37846,real
-2.7908,-5.7133,5.953,0.45946,real
-1.9983,-6.6072,4.8254,-0.41984,real
0.15423,0.11794,-1.6823,0.59524,real
1.208,4.0744,-4.7635,-2.6129,real
0.2952,4.8856,-5.149,-6.2323,real
-6.4247,9.5311,0.022844,-6.8517,real
-3.9933,2.6218,0.62863,-1.1595,real
-2.659,-1.6058,1.3647,0.16464,real
-1.4094,-2.1252,-0.10397,-0.19225,real
0.11032,1.9741,-3.3668,-0.65259,real
0.52374,3.644,-4.0746,-1.9909,real
-0.76794,3.4598,-3.4405,-3.4276,real
-3.9698,3.6812,-0.60008,-4.0133,real
-7.0364,9.2931,0.16594,-4.5396,real
-4.9447,3.3005,1.063,-1.444,real
-3.5933,0.22968,0.7126,-0.3332,real
-2.1674,0.12415,-1.0465,-0.86208,real
-0.9607,2.6963,-3.1226,-1.3121,real
-1.0802,2.1996,-2.5862,-1.2759,real
-2.3277,1.4381,-0.82114,-1.2862,real
-3.7244,1.9037,-0.035421,-2.5095,real
-2.5724,-0.95602,2.7073,-0.16639,real
-3.9297,-6.0816,10.0958,-1.0147,real
-5.2943,-5.1463,10.3332,-1.1181,real
-3.8953,4.0392,-0.3019,-2.1836,real
-1.2244,1.7485,-1.4801,-1.4181,real
-2.6406,-4.4159,5.983,-0.13924,real
-4.6338,-12.7509,16.7166,-3.2168,real
-4.2887,-7.8633,11.8387,-1.8978,real
-3.3458,-0.50491,2.6328,0.53705,real
-1.1188,3.3357,-1.3455,-1.9573,real
0.55939,-0.3104,0.18307,0.44653,real
-1.5078,-7.3191,7.8981,1.2289,real
-3.506,-12.5667,15.1606,-0.75216,real
-2.9498,-8.273,10.2646,1.1629,real
-1.6029,-0.38903,1.62,1.9103,real
-1.2667,2.8183,-2.426,-1.8862,real
-0.49281,3.0605,-1.8356,-2.834,real
0.66365,-0.045533,-0.18794,0.23447,real
-0.72068,-6.7583,5.8408,0.62369,real
-1.9966,-9.5001,9.682,-0.12889,real
-0.97325,-6.4168,5.6026,1.0323,real
-0.025314,-0.17383,-0.11339,1.2198,real
0.062525,2.9301,-3.5467,-2.6737,real
-5.525,6.3258,0.89768,-6.6241,real
-1.2943,2.6735,-0.84085,-2.0323,real
-0.24037,-1.7837,2.135,1.2418,real
-1.3968,-9.6698,9.4652,-0.34872,real
-2.9672,-13.2869,13.4727,-2.6271,real
-1.1005,-7.2508,6.0139,0.36895,real
0.22432,-0.52147,-0.40386,1.2017,real
0.90407,3.3708,-4.4987,-3.6965,real
-2.8619,4.5193,-0.58123,-4.2629,real
-1.0833,-0.31247,1.2815,0.41291,real
-1.5681,-7.2446,6.5537,-0.1276,real
-2.0545,-10.8679,9.4926,-1.4116,real
0.2346,-4.5152,2.1195,1.4448,real
1.581,0.86909,-2.3138,0.82412,real
1.5514,3.8013,-4.9143,-3.7483,real
-4.1479,7.1225,-0.083404,-6.4172,real
-2.2625,-0.099335,2.8127,0.48662,real
-1.7479,-5.823,5.8699,1.212,real
-0.95923,-6.7128,4.9857,0.32886,real
1.3451,0.23589,-1.8785,1.3258,real
2.2279,4.0951,-4.8037,-2.1112,real
1.2572,4.8731,-5.2861,-5.8741,real
-5.3857,9.1214,-0.41929,-5.9181,real
-2.9786,2.3445,0.52667,-0.40173,real
-1.5851,-2.1562,1.7082,0.9017,real
-0.21888,-2.2038,-0.0954,0.56421,real
1.3183,1.9017,-3.3111,0.065071,real
1.4896,3.4288,-4.0309,-1.4259,real
0.11592,3.2219,-3.4302,-2.8457,real
-3.3924,3.3564,-0.72004,-3.5233,real
-6.1632,8.7096,-0.21621,-3.6345,real
-4.0786,2.9239,0.87026,-0.65389,real
-2.5899,-0.3911,0.93452,0.42972,real
-1.0116,-0.19038,-0.90597,0.003003,real
0.066129,2.4914,-2.9401,-0.62156,real
-0.24745,1.9368,-2.4697,-0.80518,real
-1.5732,1.0636,-0.71232,-0.8388,real
-2.1668,1.5933,0.045122,-1.678,real
-1.1667,-1.4237,2.9241,0.66119,real
-2.8391,-6.63,10.4849,-0.42113,real
-4.5046,-5.8126,10.8867,-0.52846,real
-2.41,3.7433,-0.40215,-1.2953,real
0.40614,1.3492,-1.4501,-0.55949,real
-1.3887,-4.8773,6.4774,0.34179,real
-3.7503,-13.4586,17.5932,-2.7771,real
-3.5637,-8.3827,12.393,-1.2823,real
-2.5419,-0.65804,2.6842,1.1952,real
